AC_NUM, ACID, TRACK_CNT, ST_TIME, END_TIME, ORIG_ST_TIME, ORIG_END_TIME, MAX_X, MIN_X, MAX_Y, MIN_Y, MAX_Z, MIN_Z, AC_EQUIP, AC_TYPE, DEST_FIX, FLIGHT_TYPE, ORIGIN_FIX, GAP_VALUE, MAX_X_SMO, MIN_X_SMO, MAX_Y_SMO, MIN_Y_SMO, MAX_Z_SMO, MIN_Z_SMO, TOD_TIME, TOC_TIME, TOC_ALT, END_CENTER, START_CENTER, END_CENTER_TIME, START_CENTER_TIME, LOW_Z, HIGH_Z, LOW_TIME, HIGH_TIME, BETWEEN_TIME, AVG_CLIMB, LOW_GROUND_SPEED_SMO, HIGH_GROUND_SPEED_SMO
1700,BZI6250_978,177,64520,66280,64513,66281,307.2,247.259,517.981,402.538,11100,200, L,CRJ7, ORF, INR, IAD,0,307.099,247.4,517.416,402.95,11100,200,65350,64740,11100, n/a, n/a,0,0,5608,10000,64520,64630,110,0.5727272727272728,242,305
1701,BZI6251_151,226,63470,65720,63467,65721,247.632,32,524.387,488.031,36000,1946, L,CRJ7, DFW, DEP, IAD,0,247.336,33.02,524.01,488.352,36000,2152,-1,64990,34000, n/a, ZDC,64990,63500,1946,16900,63470,63920,450,0.37555555555555553,143,312
1702,BZI6252_81A,277,63880,66640,63878,66642,248.483,20.769,524.201,383.892,36000,1883, L,CRJ7, MSY, DEP, IAD,0,248.406,21.597,523.699,384.358,36000,2257,-1,65280,36000, n/a, ZDC,65570,64140,1883,36000,63880,65260,1380,0.14565217391304347,166,367
1704,BZI6255_84P,156,82080,83630,82079,83635,241.176,129.407,614.37,531.173,34623,5058, L,CRJ7, MSP, DEP, IAD,0,240.953,130.087,613.862,531.868,34438,5698,-1,83630,34623, n/a, ZDC,82650,82150,5058,33000,82080,83300,1220,0.13524590163934427,227,392
1706,BZI6257_031,212,51110,53220,51107,53223,245.606,38.5,527.092,505,36000,1725, L,CRJ7, OKC, DEP, IAD,0,245.079,39.455,526.983,505.136,36000,2113,-1,52740,36000, n/a, ZDC,52620,51160,1725,35000,51110,52290,1180,0.23389830508474577,99,375
1708,BZI6260_680,221,49540,51740,49538,51741,246.813,34.217,525.4,488.733,36000,2846, L,CRJ7, AUS, DEP, IAD,0,246.265,35.304,525.172,489.045,36000,3151,-1,50950,34000, n/a, ZDC,50820,49730,2846,7000,49540,49650,110,0.5636363636363636,173,235
1709,BZI6262_701,214,75010,77140,75007,77148,240.625,170.132,521.875,345.446,22000,800, L,CRJ7, RDU, INR, IAD,0,240.248,170.365,521.43,345.685,22000,804,76180,75570,22000, n/a, ZDC,76460,75140,6750,19000,75010,75420,410,0.35365853658536583,227,372
1711,BZI6264_339,344,55490,58920,55489,58924,252.8,73.32,533.6,302.523,27000,300, L,CRJ7, IAD, ARR, CLT,0,252.783,74.285,533.357,302.777,27000,300,-1,56320,27000, n/a, ZTL,57650,55780,3950,7900,55490,55590,100,0.63,204,267
1712,BZI6267_051,321,2830,6030,2824,6034,249.184,73.645,527.468,313.438,27000,300, L,CRJ7, IAD, ARR, CLT,0,248.85,74.166,527.39,313.54,27000,300,-1,3640,27000, n/a, ZTL,4850,3080,4150,27000,2830,3610,780,0.3076923076923077,218,458
1713,BZI6268_952,282,2980,5790,2973,5798,266.221,20.5,527.2,381.667,36000,2450, L,E170, IAH, DEP, DCA,0,266.02,21.207,526.868,382.039,36000,2628,-1,4060,34000, n/a, ZDC,4790,3430,2450,21000,2980,3400,420,0.46190476190476193,133,327
1714,BZI6269_907,292,55640,58550,55638,58551,248.2,17.532,603.2,526.407,33000,300, L,CRJ7, IAD, ARR, CMH,0,248.156,18.576,603.161,526.695,32960,300,-1,56440,33000, n/a, ZOB,56980,56630,15283,33000,55640,56440,800,0.16375,379,510
1715,BZI6269_971,125,62750,63990,62746,63990,269.1,241.2,642,527.566,36200,2166, L,CRJ7, CYOW, UNK, IAD,0,268.792,241.356,640.925,527.826,36067,2584,-1,63990,36200, n/a, ZDC,63110,62870,2166,35700,62750,63930,1180,0.20677966101694914,145,389
1716,BZI6282_373,123,81120,82340,81120,82340,250.8,241.224,640.6,527.2,34900,1800, L,CRJ7, CYOW, UNK, IAD,0,250.792,241.46,639.508,527.433,34608,2233,-1,82340,34900, n/a, ZDC,81500,81200,1800,33900,81120,82280,1160,0.2439655172413793,108,391
1717,BZI6282_964,412,71250,75360,71248,75368,253,118.246,538.623,195.668,29000,300, L,CRJ7, IAD, ARR, CHS,0,252.98,118.505,538.447,196.536,29000,300,-1,71790,29000, n/a, ZJX,73820,71890,14461,17700,71250,71350,100,0.52,302,354
1718,BZI6284_119,205,62820,64860,62820,64861,245.5,53.7,558.158,516.85,36000,5200, L,CRJ7, IND, DEP, IAD,0,244.925,54.637,557.757,517.074,36000,5592,-1,64070,36000, n/a, ZDC,64020,62990,5200,21900,62820,63280,460,0.22391304347826088,222,325
1721,BZI6291_364,360,1660,5250,1654,5251,251.3,99.957,526.982,191.6,29000,300, L,CRJ7, IAD, ARR, CHS,0,250.917,100.326,526.807,192.138,29000,300,-1,2280,29000, n/a, ZJX,3990,2190,16500,22900,1660,1840,180,0.08333333333333333,281,296
1722,BZI6292_071,211,64310,66410,64301,66417,244.153,34.058,522.4,488.675,34000,5192, L,CRJ7, AUS, DEP, IAD,0,243.787,34.83,522.372,488.91,34000,5541,-1,65820,34000, n/a, ZDC,65430,64470,5192,16900,64310,64680,370,0.3027027027027027,219,331
1725,BZI6299_627,267,40080,42740,40080,42740,266.5,15,528.467,393.3,34000,1400, L,E170, IAH, DEP, DCA,0,266.017,16.142,528.13,393.667,34000,1858,-1,41370,32000, n/a, ZDC,41850,40530,1400,32000,40080,41340,1260,0.20555555555555555,162,421
1726,BZI9335_532,218,48550,50720,48543,50721,247.37,34.7,524.112,485.331,34000,2166, L,CRJ7, SAT, DEP, IAD,0,247.12,35.737,523.792,485.626,34000,2446,-1,49910,34000, n/a, ZDC,49810,48750,2166,10000,48550,48760,210,0.5761904761904761,139,260
1727,BZI9337_694,212,80550,82780,80547,82788,449.734,242.9,657.634,527.819,32275,1975, L,CRJ7, BOS, DEP, IAD,0,449.14,242.987,657.06,528.259,32016,2259,-1,81270,23000, n/a, ZDC,81580,80930,1975,10000,80550,80740,190,0.8789473684210526,122,289
1729,BZI9372_040,125,62850,64090,62845,64090,276.5,240.3,642,527.777,31000,3592, L,CRJ7, ALB, DEP, IAD,0,275.975,240.451,640.883,527.946,31000,3856,-1,63830,31000, n/a, ZDC,63110,63060,3592,31000,62850,63820,970,0.26288659793814434,156,411
1730,BZI9372_891,282,55180,57990,55177,57990,252.885,171.25,534.369,341.535,22000,216, L,CRJ7, IAD, INR, RDU,0,252.8,171.583,534.189,341.884,22000,268,56450,55800,22000, n/a, ZDC,56690,55390,1669,22000,55180,55780,600,0.32166666666666666,166,359
1732,BZI9375_857,253,81200,83720,81194,83722,248.325,35.169,519.079,354.438,36000,3946, L,CRJ7, ATL, DEP, IAD,0,248.009,36.025,518.627,355.138,36000,4077,83700,82930,36000, n/a, ZDC,82710,81460,3946,27000,81200,81960,760,0.1631578947368421,219,343
1733,BZI9378_746,272,62580,65430,62571,65434,247.926,84.233,520.033,249.734,36000,4175, L,CRJ7, CHS, DEP, IAD,0,247.812,84.276,519.567,250.859,36000,4517,64660,63820,36000, n/a, ZDC,64220,62810,4175,36000,62580,63800,1220,0.15327868852459017,199,386
1735,BZI9379_493,224,81450,83680,81443,83684,248.387,170.117,516.528,345.033,22000,700, L,CRJ7, RDU, INR, IAD,0,248.098,170.375,516.029,345.315,21976,702,-1,81990,22000, n/a, ZDC,83020,81650,5453,10000,81450,81560,110,0.4090909090909091,246,291
1737,BZI9383_019,265,68870,71510,68870,71510,304.7,241.216,542.25,399.8,14000,300, L,CRJ7, IAD, INR, ORF,0,304.458,241.551,542.033,400.089,14000,308,-1,69240,14000, n/a, ZDC,69960,69250,1300,14000,68870,69220,350,0.43714285714285717,159,312
1740,BZI9387_889,205,49630,51670,49626,51679,249.1,170.233,519.004,345.3,24000,800, L,CRJ7, RDU, INR, IAD,0,249.044,170.448,518.356,345.535,24000,805,50750,50230,24000, n/a, ZDC,50900,49730,5033,18000,49630,49950,320,0.4375,226,366
1742,BZI9388_737,251,11520,14020,11513,14027,243.597,167.5,522.135,337.823,22100,700, L,CRJ7, RDU, INR, IAD,0,243.535,167.808,521.558,338.004,22029,703,-1,12060,22000, n/a, ZDC,12920,11690,4669,22000,11520,12040,520,0.28076923076923077,236,382
1743,BZI9434_584,269,83710,86390,83709,86398,246.885,82.2,515.824,317.766,28000,4400, L,CRJ9, CLT, DEP, IAD,0,246.715,82.537,515.035,318.072,28000,4541,-1,84610,28000, n/a, ZDC,85290,83840,6746,21900,83710,84110,400,0.2525,262,363
1744,BZI9466_217,265,52210,54850,52202,54854,252.933,74.423,438.6,311.692,26000,1661, L,CRJ9, CLT, DEP, RIC,0,252.558,74.759,438.564,311.944,26000,1817,-1,52900,26000, n/a, ZDC,53650,52230,1900,26000,52210,52880,670,0.23283582089552238,185,341
1745,BZI9468_469,312,83170,86280,83161,86286,252.7,73.344,529.8,301.9,27000,300, L,CRJ9, IAD, ARR, CLT,0,252.66,73.661,529.75,302.069,27000,300,-1,84200,27000, n/a, ZTL,85110,83460,3276,27000,83170,84190,1020,0.22254901960784312,241,468
1746,BZI9469_82P,319,61130,64310,61127,64314,252.8,74.625,533.3,303.7,27000,300, L,CRJ9, IAD, ARR, CLT,0,252.753,75.309,533.187,303.934,27000,315,-1,61900,27000, n/a, ZTL,63110,61320,4250,17900,61130,61500,370,0.41621621621621624,272,426
1747,BZI9483_498,279,43890,46670,43890,46676,246.8,77.134,524.7,299.069,28000,2400, L,CRJ9, CLT, DEP, IAD,0,246.603,77.185,524,299.601,28000,2908,-1,44740,28000, n/a, ZDC,45460,43910,2400,28000,43890,44730,840,0.35,165,459
1748,BZI9485_188,313,5320,8440,5313,8448,247.754,73.173,527.962,313.5,27000,300, L,CRJ9, IAD, ARR, CLT,0,247.672,73.536,527.751,313.611,27000,300,-1,6110,27000, n/a, ZTL,7320,5680,3775,14000,5320,5590,270,0.4888888888888889,216,348
1749,BZI9487_880,270,78570,81260,78567,81269,246.826,76.476,519.179,313.307,28000,2469, L,CRJ9, CLT, DEP, IAD,0,246.6,76.713,518.551,313.486,28000,2579,-1,79320,28000, n/a, ZDC,80070,78600,4975,28000,78570,79310,740,0.2391891891891892,231,408
1751,BZI9750_51A,213,63520,65780,63517,65783,470.301,241.922,640.662,528.096,33000,2500, L,CRJ7, PVD, DEP, IAD,0,469.338,242.312,640.23,528.588,33000,3029,-1,64820,33000, n/a, ZDC,64870,63970,2500,7000,63520,63630,110,1.0818181818181818,147,266
1754,BZI9907_001,245,46670,49110,46663,49115,255.4,74.805,440.95,313.5,25000,400, L,CRJ9, RIC, ARR, CLT,0,255.211,75.329,440.578,313.644,25000,402,48480,47340,25000, n/a, ZTL,48170,46940,4323,7900,46670,46770,100,0.06,287,281
1755,BZI9907_254,265,38710,41350,38701,41350,243.827,71.933,523.267,315.1,28000,2500, L,CRJ9, CLT, DEP, IAD,0,243.786,72.011,522.681,315.542,28000,2642,-1,39520,28000, n/a, ZDC,40140,38860,3875,28000,38710,39500,790,0.2873417721518987,220,447
1756,BZI9909_284,393,71830,75750,71821,75754,253.1,74.599,540.3,303.4,27000,300, L,CRJ9, IAD, ARR, CLT,0,253.067,75.145,540.252,303.475,27000,300,-1,72640,27000, n/a, ZTL,74070,72190,4250,27000,71830,72620,790,0.24430379746835443,244,437
1757,BZI9912_987,315,12610,15750,12605,15751,248.669,73.323,527.147,313.687,27000,300, L,CRJ9, IAD, ARR, CLT,0,248.549,73.719,527.037,314.026,27000,300,14790,13420,27000, n/a, ZTL,14450,12940,3683,27000,12610,13400,790,0.27341772151898736,229,445
1758,BZI9915_668,244,58830,61260,58824,61264,251.554,77.366,438.425,313.932,28000,1884, L,CRJ9, CLT, DEP, RIC,0,251.488,77.69,438.023,314.185,28000,2170,-1,59660,28000, n/a, ZDC,60060,58830,1884,28000,58830,59640,810,0.2740740740740741,168,390
1760,BZI9940_860,291,68120,71020,68111,71024,244.452,75.532,525.655,312.499,28000,2233, L,CRJ9, CLT, DEP, IAD,0,244.378,75.785,525.213,312.713,28000,2317,-1,68950,28000, n/a, ZDC,69820,68230,2700,28000,68120,68940,820,0.2890243902439024,156,393
1761,BZI9950_416,236,53530,55880,53521,55887,347,251.808,576.749,440.223,20000,400, L,CRJ9, RIC, ARR, PHL,0,346.923,251.917,576.319,440.565,20000,403,55040,54170,20000, n/a, ZDC,54610,53610,5530,16000,53530,53820,290,0.6241379310344828,213,394
1763,BZI9951_624,295,8780,11720,8772,11724,345.27,34.766,585.2,495.233,32000,3600, L,CRJ9, SDF, OVR, PHL,0,344.72,35.792,585.19,495.518,32000,4029,-1,9870,32000, n/a, ZNY,10860,9520,3600,9900,8780,8910,130,0.23846153846153847,214,245
1764,BZI9953_664,322,78100,81310,78094,81319,252.662,75,532.3,302.4,26000,300, L,CRJ9, IAD, ARR, CLT,0,252.594,75.57,532.109,302.604,26000,309,-1,79000,26000, n/a, ZTL,80040,78480,4050,22900,78100,78750,650,0.27692307692307694,260,440
1766,BZY1051_789,130,70790,72080,70788,72083,177.354,81.2,294.247,234.792,28000,2176, L,CRJ2, ATL, DEP, FAY,0,177.085,82.145,294.051,235.09,28000,2472,-1,71940,28000, n/a, ZDC,71120,70790,2176,10700,70790,71000,210,0.37142857142857144,158,236
1767,BZY1104_548,402,82060,86070,82054,86075,397.745,123.58,629.2,360.16,30000,1100, L,E145, GSO, OVR, EWR,0,397.421,123.912,629.174,360.416,30000,1101,-1,83440,30000, n/a, ZNY,85370,83280,3450,17700,82060,82640,580,0.3431034482758621,145,344
1769,BZY1148_192,233,64580,66900,64575,66903,248.364,124.1,523.746,360.3,22000,1400, L,E145, GSO, DEP, IAD,0,248.293,124.395,523.235,360.593,22000,1400,-1,65240,22000, n/a, ZDC,66200,64890,2653,22000,64580,65230,650,0.24769230769230768,188,349
1771,BZY1159_47A,467,55740,60400,55737,60405,398.31,126.446,627.543,202.785,36000,2915, L,E45X, SAV, OVR, EWR,0,398.008,127.082,627.054,203.462,36000,3275,60100,57290,36000, n/a, ZNY,59530,56300,2915,6000,55740,55840,100,0.43,197,240
1772,BZY1163_01V,544,65990,71420,65982,71423,403.9,55.623,648.9,180.338,32000,2933, L,E45X, EWR, OVR, SAV,0,403.86,55.756,648.584,181.249,32000,2987,69400,66490,31000, n/a, ZJX,70210,66800,20323,31000,65990,66470,480,0.041666666666666664,365,385
1773,BZY1181_194,129,48900,50180,48891,50185,177.42,60.4,343.72,323.542,30516,1707, L,E45X, IAH, DEP, RDU,0,177.175,61.595,343.489,323.63,30318,1846,-1,50180,30516, n/a, ZDC,49140,48900,1707,17807,48900,49410,510,0.3333333333333333,163,333
1774,BZY1210_074,232,11120,13430,11116,13434,397.708,262.632,626.177,525.282,17100,1761, L,E145, EWR, DEP, DCA,0,397.499,262.957,625.799,525.742,17086,1917,12040,11580,17000, n/a, ZDC,12230,11180,6784,17000,11120,11550,430,0.47674418604651164,190,395
1775,BZY1215_249,491,2750,7650,2749,7652,402.746,77.2,635.3,301.633,30000,2523, L,E145, CLT, OVR, EWR,0,402.446,77.228,635.079,302.28,30000,2817,-1,4040,30000, n/a, ZNY,6450,4140,2523,30000,2750,4040,1290,0.12325581395348838,167,326
1776,BZY1216_711,276,45920,48670,45916,48679,252.178,50.975,554.25,428.9,36000,1453, L,E145, ORD, DEP, RIC,0,251.844,51.567,553.862,429.163,35987,1770,-1,47720,36000, n/a, ZDC,47990,46020,1453,18083,45920,46490,570,0.30526315789473685,160,334
1777,BZY1233_920,248,44480,46950,44473,46950,404.3,261.7,645.25,522.535,17000,1850, L,E145, EWR, DEP, DCA,0,404.183,262.067,645.031,522.797,17000,2206,45590,45020,17000, n/a, ZDC,45760,44510,1850,17000,44480,45000,520,0.47307692307692306,162,408
1780,BZY1277_784,468,54270,58940,54268,58948,398.256,72.9,628.3,310.233,36100,1600, L,E145, CLT, OVR, EWR,0,397.869,73.221,628.034,310.53,36055,1604,-1,55910,36000, n/a, ZNY,57800,55590,3061,35076,54270,55790,1520,0.09276315789473684,229,370
1781,BZY1300_412,282,13550,16360,13545,16365,398.375,252.56,632.125,434.217,24000,400, L,E145, RIC, ARR, EWR,0,398.21,252.759,631.585,434.518,24000,401,14620,14420,24000, n/a, ZNY,15450,13970,8391,24000,13550,14410,860,0.17093023255813952,254,401
1782,BZY1302_41F,377,52380,56140,52376,56148,398.542,37.867,630.285,498.267,32000,3023, L,E45X, BNA, OVR, EWR,0,398.07,38.593,630.105,498.467,32000,3410,-1,53600,32000, n/a, ZNY,55330,53700,3023,15900,52380,52750,370,0.25405405405405407,205,299
1783,BZY1311_159,452,12980,17490,12976,17499,399.6,148.3,633.516,225.125,36000,7084, L,E45X, CHS, OVR, EWR,0,399.389,148.71,632.906,225.756,36000,7700,-1,14410,36000, n/a, ZNY,16750,13400,7084,11000,12980,13080,100,0.16,225,241
1784,BZY1321_417,340,63550,66940,63542,66941,303.475,49.369,550.746,400.415,32000,2307, L,E145, ORD, DEP, ORF,0,303.096,50.098,550.215,400.57,32000,2572,-1,64840,32000, n/a, ZDC,65880,63680,2307,32000,63550,64820,1270,0.11023622047244094,169,309
1785,BZY1335_913,293,10440,13360,10435,13360,403.57,252.3,636.375,434.2,22000,300, L,E45X, RIC, ARR, EWR,0,403.201,252.525,636.058,434.474,22000,300,11860,11050,22000, n/a, ZNY,12500,10890,3125,17891,10440,10870,430,0.3953488372093023,208,378
1786,BZY1341_62Y,245,49600,52040,49600,52040,266.6,71.4,667.7,522.7,27000,700, L,E45X, DCA, ARR, CLE,0,266.425,72.458,667.2,522.975,27000,825,50850,50060,27000, n/a, ZOB,50960,50440,16000,27000,49600,50040,440,0.22045454545454546,393,490
1787,BZY1344_885,415,48950,53090,48941,53098,397.248,61.866,626.899,323.6,34000,3400, L,E145, GSP, OVR, EWR,0,396.639,62.472,626.59,323.918,34000,3993,52420,50380,34000, n/a, ZNY,52210,50050,3400,16900,48950,49390,440,0.225,215,314
1788,BZY1353_187,377,3710,7470,3708,7478,397.451,37.3,634.267,494.146,34000,6066, L,E145, BNA, OVR, EWR,0,396.784,38.128,634.124,494.346,34000,6434,-1,5270,32000, n/a, ZNY,6590,4890,6066,17761,3710,4210,500,0.236,239,357
1792,BZY1385_348,251,40960,43460,40958,43469,247.7,73.415,666.984,526.946,25000,300, L,E45X, IAD, ARR, CLE,0,247.667,74.391,666.469,527.252,25000,309,42080,41340,25000, n/a, ZOB,42240,41870,14866,25000,40960,41320,360,0.20277777777777778,381,454
1793,BZY1388_272,381,52080,55880,52077,55887,398.29,37.246,630.1,496.377,32000,3169, L,E145, SDF, OVR, EWR,0,397.899,38.173,629.85,496.617,32000,3500,-1,53480,32000, n/a, ZNY,54960,53490,3169,17000,52080,52490,410,0.25853658536585367,191,297
1794,BZY1389_326,380,49390,53180,49389,53185,394.533,121,624.754,360.125,28000,1200, L,E45X, GSO, OVR, EWR,0,393.918,121.056,624.523,360.373,28000,1202,52610,50340,28000, n/a, ZNY,52360,50500,7358,23000,49390,49990,600,0.245,229,376
1795,BZY1397_794,354,40630,44160,40628,44163,399.622,41.977,631.183,518.546,32000,3000, L,E45X, CVG, OVR, EWR,0,399.137,42.935,631.059,518.696,32000,3521,43800,41550,32000, n/a, ZNY,43440,41940,3000,13900,40630,40860,230,0.2826086956521739,220,285
1796,BZY1402_391,420,67800,71990,67800,71995,398.9,41.359,635.592,518.483,36000,3000, L,E145, CVG, OVR, EWR,0,398.417,42.185,635.347,518.622,36000,3433,71380,69170,36000, n/a, ZNY,71060,69470,3000,15966,67800,68140,340,0.13823529411764707,195,242
1798,BZY1414_374,630,40510,46800,40506,46800,403.966,117.498,643,193.359,33000,2000, L,E45X, EWR, OVR, CHS,0,403.658,117.793,642.947,194.387,33000,2000,45170,41310,33000, n/a, ZJX,45650,41020,14166,33000,40510,41290,780,0.035897435897435895,306,334
1800,BZY1420_582,569,66420,72100,66418,72107,402.652,118.233,646.1,195.966,31000,3058, L,E145, EWR, OVR, CHS,0,402.347,118.425,645.771,196.701,31000,3203,70130,67400,31000, n/a, ZJX,70910,67120,13766,17953,66420,66590,170,0.18823529411764706,273,305
1801,BZY1425_05F,478,63610,68380,63604,68384,400.6,124.167,628.107,200.767,36000,2550, L,E45X, JAX, OVR, EWR,0,400.396,124.84,627.745,201.574,36000,2765,68020,65430,36000, n/a, ZNY,67460,64260,2550,5900,63610,63720,110,0.8,166,254
1802,BZY1429_488,562,74770,80380,74770,80385,404.3,57.2,644.808,162.6,37000,2000, L,E45X, EWR, OVR, JAX,0,404.196,57.783,644.603,163.575,37000,2007,-1,75290,37000, n/a, ZJX,79180,75610,30300,35000,74770,75120,350,0.03428571428571429,411,423
1804,BZY1460_02V,416,51630,55780,51629,55787,399.269,41.342,630.046,514.658,36000,2530, L,E145, CVG, OVR, EWR,0,398.771,42.008,629.837,514.72,36000,2950,55550,53120,36000, n/a, ZNY,54820,53070,2530,31900,51630,52800,1170,0.14957264957264957,191,366
1805,BZY1463_03P,206,64800,66850,64799,66853,247.577,64.1,556.15,517.6,30000,2338, L,E145, CMH, DEP, IAD,0,247.274,64.96,555.747,517.809,30000,2731,66600,66150,30000, n/a, ZDC,66250,65140,2338,30000,64800,66140,1340,0.14477611940298507,154,348
1806,BZY1463_87C,439,54390,58770,54381,58775,252.8,76.326,534.4,166.101,31000,600, L,E145, IAD, ARR, SAV,0,252.736,76.592,534.185,166.662,31000,600,-1,54960,31000, n/a, ZJX,57500,55280,18925,31000,54390,54950,560,0.005357142857142857,345,348
1807,BZY1464_470,253,81110,83630,81107,83635,403.7,267.3,650.867,514.415,17000,1292, L,E145, EWR, DEP, DCA,0,403.632,267.419,650.522,514.791,16960,1576,82190,81730,17000, n/a, ZDC,82440,81150,1292,17000,81110,81720,610,0.37868852459016394,155,386
1808,BZY1469_65N,415,66170,70310,66169,70315,396.75,123.592,628.192,360.015,24000,1100, L,E45X, GSO, OVR, EWR,0,396.242,123.905,628.112,360.297,24000,1141,69150,66870,24000, n/a, ZNY,69660,67330,4558,14000,66170,66400,230,0.21304347826086956,183,232
1809,BZY1471_135,249,83030,85510,83024,85514,251.357,27.1,439.105,364.5,36000,1484, L,E45X, IAH, DEP, RIC,0,251.038,27.941,439.065,364.927,36000,1707,-1,84740,36000, n/a, ZDC,84310,83050,1484,17800,83030,83600,570,0.356140350877193,152,355
1811,BZY1476_276,339,39310,42690,39305,42690,404.1,271.566,642.75,404.226,23000,1725, L,E145, EWR, DEP, ORF,0,403.808,271.913,642.453,404.498,23000,1900,41270,40220,23000, n/a, ZDC,41700,39420,1725,23000,39310,40210,900,0.2544444444444444,152,381
1812,BZY1477_458,266,78290,80940,78281,80945,246.877,55.316,558.25,428.731,32000,5300, L,E145, ORD, DEP, RIC,0,246.427,56.042,557.829,428.985,32000,5577,-1,79770,32000, n/a, ZDC,80170,78340,5300,27000,78290,79170,880,0.11363636363636363,209,309
1813,BZY1480_926,272,15360,18070,15358,18071,398.685,299.1,633.885,400,24000,100, L,E145, ORF, ARR, EWR,0,398.34,299.444,633.266,400.124,24000,101,17030,16160,24000, n/a, ZNY,17110,15670,4800,24000,15360,16150,790,0.1810126582278481,249,392
1814,BZY1486_416,183,41350,43170,41350,43172,265.4,157.323,633.592,523.1,24000,3800, L,E45X, CLE, DEP, DCA,0,265.008,157.955,633.086,523.475,24000,4167,-1,42220,24000, n/a, ZDC,42010,41390,3800,17000,41350,41660,310,0.5161290322580645,155,315
1815,BZY1488_213,165,82310,83950,82302,83958,243.312,135.866,615.134,528.144,32000,2961, L,E145, DTW, DEP, IAD,0,242.826,136.42,614.737,528.368,32000,3224,-1,83680,32000, n/a, ZDC,82990,82460,2961,11000,82310,82540,230,0.24347826086956523,178,234
1816,BZY1488_258,412,72340,76450,72331,76451,252.642,83.992,531.651,188.607,31000,300, L,E145, IAD, ARR, SAV,0,252.593,84.33,531.44,189.213,31000,301,-1,72650,31000, n/a, ZJX,75290,73100,26215,31000,72340,72630,290,0.020689655172413793,364,370
1818,BZY1493_471,231,80760,83190,80759,83199,443.315,243.333,642.846,528.433,27000,2833, L,E145, BDL, DEP, IAD,0,442.898,243.4,642.342,528.854,27000,3252,-1,82150,27000, n/a, ZDC,82000,80970,2833,10000,80760,80960,200,0.445,168,257
1821,BZY1534_379,380,40820,44610,40811,44610,412.752,36.1,650.978,355.7,36000,7950, L,CRJ9, ATL, OVR, HPN,0,412.457,37.158,650.554,356.592,36000,8302,-1,42230,36000, n/a, ZNY,43750,41940,7950,17000,40820,41120,300,0.38666666666666666,242,358
1822,BZY1548_260,118,68890,70060,68883,70066,121.253,31.308,431.227,356.962,26000,4791, L,CRJ2, ATL, DEP, ROA,0,120.755,32.022,430.994,357.609,26000,5136,-1,69910,26000, n/a, ZDC,68980,68890,4791,10300,68890,69020,130,0.43846153846153846,190,247
1825,BZY1550_665,339,43760,47140,43753,47149,421.592,198.631,642.769,471.083,25000,2000, L,CRJ7, LGA, DEP, CHO,0,421.321,198.757,642.51,471.432,25000,2021,45380,44370,25000, n/a, ZDC,45950,43770,2661,25000,43760,44350,590,0.4491525423728814,162,427
1826,BZY1551_25P,406,66970,71020,66965,71024,421.067,174.417,644.6,342.059,31000,2000, L,CRJ7, LGA, DEP, RDU,0,420.826,174.77,644.191,342.437,31000,2000,68840,67950,31000, n/a, ZDC,69820,66980,2053,27000,66970,67590,620,0.3241935483870968,169,370
1829,BZY1575_728,246,62850,65420,62845,65421,451.609,254.18,659.325,438.8,35000,1966, L,CRJ7, BOS, DEP, RIC,0,450.752,254.678,658.567,438.874,35000,2270,64650,64090,35000, n/a, ZDC,64370,63010,1966,17783,62850,63270,420,0.45,187,376
1830,BZY1599_48N,135,67460,68800,67451,68808,217.949,93.462,250.8,237.085,28000,3000, L,CRJ2, ATL, DEP, ILM,0,217.556,94.259,250.783,237.317,28000,3330,-1,68430,28000, n/a, ZDC,67610,67480,3000,17791,67460,67900,440,0.33181818181818185,202,348
1832,BZY1615_442,132,46080,47390,46078,47398,123.15,29.054,478.415,431.546,36000,3683, L,E145, ORD, DEP, ROA,0,122.803,29.635,478.199,431.74,36000,4041,-1,47360,36000, n/a, ZDC,46450,46120,3683,36000,46080,47350,1270,0.10078740157480315,161,289
1833,BZY1621_536,315,42260,45400,42259,45406,404.354,252.624,651.754,441.84,17000,1725, L,E45X, EWR, DEP, RIC,0,404.285,252.937,651.355,442.207,17000,2023,43960,42610,17000, n/a, ZDC,44210,42300,1725,17000,42260,42600,340,0.5147058823529411,147,322
1835,BZY1626_656,224,5690,7920,5686,7926,398.408,262.2,627.823,523.654,17000,1500, L,E145, EWR, DEP, DCA,0,398.275,262.547,627.522,524.014,17000,1516,6680,6190,17000, n/a, ZDC,6860,5700,4253,16900,5690,6160,470,0.48936170212765956,163,393
1836,BZY1628_165,102,85380,86390,85377,86398,329.5,267.3,564.9,514.5,16900,1446, L,E145, EWR, DEP, DCA,0,329.01,267.33,564.37,514.758,16900,1638,-1,85890,17000, n/a, ZDC,86390,85420,1446,16900,85380,85870,490,0.3346938775510204,172,336
1837,BZY1628_448,240,74330,76720,74323,76725,396.752,262.4,626.668,523.315,22000,776, L,E145, DCA, ARR, EWR,0,396.364,262.486,626.457,523.477,22000,869,75350,75020,22000, n/a, ZDC,0,74330,4233,22000,74330,75010,680,0.19558823529411765,201,334
